X-axis,Y-axis
962724.4916105164,1959375.4496109823
962724.3271615026,1959376.2215838956
962724.2075027892,1959377.0017054502
962724.1326167703,1959377.7873514518
962724.0990522827,1959378.57582299
962724.1040698682,1959379.3649947203
962724.14546737,1959380.1531206868
962724.2208838193,1959380.9387552387
962724.3278719484,1959381.7207517882
962724.4639629432,1959382.498249232
962724.6267211953,1959383.270649175
962724.813788136,1959384.0375871195
962725.0245523814,1959384.7984199193
962725.256615691,1959385.55306936
962725.5072530538,1959386.3018211394
962725.7679147989,1959387.0471961363
962726.0281055446,1959387.7927348102
962726.2877392925,1959388.5384659623
962726.5468951515,1959389.28436188
962726.8056826349,1959390.0303845478
962727.0641466731,1959390.7765183344
962727.322324788,1959391.5227502114
962727.580248573,1959392.269069231
962727.8379448083,1959393.015466123
962728.0954363518,1959393.7619329963
962728.3527428245,1959394.5084630784
962728.6098811638,1959395.2550505341
962728.8668660863,1959396.0016903004
962729.1237104026,1959396.748377967
962729.3804253569,1959397.4951096743
962729.6370208304,1959398.2418820316
962729.8935055565,1959398.9886920445
962730.1498872776,1959399.735537058
962730.4061728759,1959400.482414712
962730.6623545277,1959401.2293276573
962730.9184457638,1959401.976271276
962731.174457985,1959402.7232416775
962731.4303957197,1959403.4702373177
962731.6862630454,1959404.2172568045
962731.942058162,1959404.964300742
962732.19777384,1959405.7113715706
962732.453430147,1959406.4584624772
962732.7090298267,1959407.2055725234
962732.9645753829,1959407.9527008554
962733.2200537446,1959408.6998519022
962733.475477019,1959409.4470215507
962733.7308535697,1959410.194206963
962733.9861851139,1959410.9414075539
962734.241461035,1959411.688626919
962734.4966872667,1959412.435863041
962734.7518740108,1959413.1831124607
962735.0070224532,1959413.9303747772
962735.2621200697,1959414.6776542268
962735.517176504,1959415.4249475403
962735.7721988194,1959416.172252329
962736.0271878232,1959416.9195683144
962736.2821271891,1959417.666901019
962736.5370347832,1959418.4142443957
962736.7919122801,1959419.1615978787
962737.0467556651,1959419.9089628223
962737.3015582018,1959420.6563415036
962737.5563332932,1959421.4037293876
962737.8110813339,1959422.1511263417
962738.065793097,1959422.8985354824
962738.320473557,1959423.645955125
962738.5751290398,1959424.3933831337
962738.8297598033,1959425.1408194194
962739.0843528119,1959425.8882683853
962739.3389220629,1959426.6357252984
962739.5934682308,1959427.3831899362
962739.8479882985,1959428.1306633095
962740.1024767851,1959428.8781472747
962740.3569435539,1959429.6256384938
962740.6113886924,1959430.3731369423
962740.8658076117,1959431.1206441654
962741.1201995073,1959431.868160435
962741.374570862,1959432.6156835617
962741.6289217117,1959433.3632135326
962741.8832482276,1959434.110751639
962742.137549569,1959434.8582981625
962742.3918312865,1959435.6058512349
962742.6460933709,1959436.3534108517
962742.9003351363,1959437.100977247
962743.154550889,1959437.8485523418
962743.4087477239,1959438.5961337388
962743.6629256004,1959439.343721455
962743.9170844918,1959440.0913154967
962744.1712236225,1959440.8389161269
962744.4253395066,1959441.586524517
962744.6794369638,1959442.3341390432
962744.9335159401,1959443.0817597236
962745.1875763887,1959443.829386573
962745.4416182714,1959444.5770196065
962745.6956415343,1959445.324658838
962745.9496453975,1959446.0723045291
962746.2036293631,1959446.8199568514
962746.4575951237,1959447.5676152292
