X-axis,Y-axis,Link
-304.729512633057,489.297389863757,0
-303.766019934555,489.031090544071,0
-302.802536852541,488.764756436227,0
-301.839053772972,488.498422329547,0
-300.875570693752,488.2320882231,0
-299.912099273759,487.965711945202,0
-298.948633032967,487.69931693445,0
-297.985166794853,487.432921924396,0
-297.021700556972,487.166526915971,0
-296.058234321768,486.900131905917,0
-295.094777294085,486.633703599917,0
-294.131332772085,486.367230075877,0
-293.167888250551,486.100756552769,0
-292.204443729366,485.834283029661,0
-291.240999210859,485.567809508415,0
-290.277554692584,485.301335986936,0
-289.314110174542,485.034862466156,0
-288.350692721666,484.768291116226,0
-287.387277017348,484.501713453792,0
-286.423861310934,484.235135792987,0
-285.460445607081,483.968558131717,0
-284.497029906139,483.701980473008,0
-283.533614202985,483.435402814066,0
-282.570198502392,483.168825154891,0
-281.606812865473,482.902138875565,0
-280.643437134568,482.63541681692,0
-279.680061406107,482.36869475618,0
-278.716685675783,482.101972698933,0
-277.753309947671,481.835250640055,0
-276.789934220258,481.568528580945,0
-275.826558492728,481.301806525793,0
-274.863205006928,481.035004173638,0
-273.899888347369,480.768068877049,0
-272.936571685364,480.50113358302,0
-271.973255026154,480.234198288061,0
-271.009938368923,479.967262994731,0
-270.046621710178,479.700327700004,0
-269.083305053762,479.433392406208,0
-268.120019719703,479.166344160913,0
-267.156799029559,478.899062789977,0
-266.193578341743,478.631781421835,0
-265.23035765416,478.364500052994,0
-264.267136966926,478.097218684852,0
-263.303916281788,477.829937317409,0
-262.340716743842,477.562579845544,0
-261.377678846125,477.294640631881,1
-260.414640948176,477.026701419847,1
-259.451603052556,476.758762206184,1
-258.488565157051,476.490822995314,1
-257.525652230252,476.222436181502,1
-256.56309789815,475.952764973044,1
-255.600543565932,475.683093765052,1
-254.63686055236,475.417579305358,1
-253.670103886863,475.163384599844,1
-252.698202307685,474.930623940891,1
-251.721396171255,474.718295966741,1
-250.734999850392,474.556292579975,1
-249.742921177414,474.437080836855,1
-248.745600064634,474.379882429028,1
-247.747296327958,474.409915402532,1
-246.763860695413,474.578176593175,1
-245.831315240357,474.930026432732,1
-245.07545137126,475.566790156765,1
-244.516625590157,476.394347116817,1
-244.026698652073,477.265297611011,1
-243.574959160876,478.156880224589,1
-243.1482922266,479.060804992681,1
-242.740257181809,479.97332636849,1
-242.350486134528,480.893807707122,1
-242.052635331638,481.846501260996,1
-241.78666878317,482.810085802805,1
-241.52068182209,483.773664707085,1
-241.254682415863,484.737240176881,1
-240.98868300661,485.700815645047,1
-240.72268359689,486.664391115308,1
-240.456684186938,487.627966583008,1
-240.190684776637,488.59154205001,1
-239.924646299565,489.555106731597,1
-239.658602639916,490.518669981742,1
-239.392558977706,491.48223323375,1
-239.126515314914,492.445796480868,1
-238.860471654101,493.409359729849,1
-238.594427988282,494.372922979994,1
-238.328384324559,495.336486225249,1
-238.062340660254,496.300049474696,1
-237.796278152964,497.263607519679,1
-237.530177547713,498.22715504095,1
-237.2640769399,499.190702565014,1
-236.997976331739,500.154250085587,1
-236.731875723228,501.117797608487,1
-236.465775114135,502.081345130922,2
-236.199674502597,503.044892651495,2
-235.933573890361,504.008440170903,2
-235.667473277659,504.971987688681,2
-235.401372664841,505.935535208322,2
-235.13527205179,506.899082728196,2
-234.869111724431,507.862613751786,2
-234.602935805568,508.826140468707,2
-234.336759884143,509.789667189121,2
-234.07058396237,510.753193903947,2
-233.804408040247,511.716720619705,2
-233.538232117542,512.680247335928,2
-233.272056192043,513.643774051452,2
-233.005880266661,514.607300765347,2
-232.739704340463,515.570827477146,2
-232.47352841415,516.534354191506,2
-232.207352485391,517.497880904237,2
-231.941166481003,518.461404833011,2
-231.674886555877,519.424902808154,2
-231.408606630517,520.388400784694,2
-231.142326704576,521.351898761001,2
-230.876046778518,522.315396736143,2
-230.609766849782,523.278894711752,2
-230.343486920465,524.242392684566,2
-230.077206991031,525.205890658079,2
-229.810927061015,526.169388632989,2
-229.544647128438,527.132886604406,2
-229.27836719586,528.09638457722,2
-229.012087262352,529.059882546309,2
-228.745796547504,530.023377538426,2
-228.479363892577,530.9868332888,2
-228.212931237067,531.950289038941,2
-227.946498581325,532.913744788617,2
-227.680065925349,533.877200536896,2
-227.41363326693,534.840656284709,2
-227.147200610256,535.804112032754,2
-226.88076794846,536.767567781266,2
-226.614335288992,537.731023528148,2
-226.34790262673,538.694479274098,2
-226.08146996412,539.657935020979,2
-225.815037301276,540.621390764602,2
-225.548471427755,541.584809652995,2
-225.281792915193,542.548197377473,2
-225.01511440461,543.511585101485,2
-224.748435888905,544.4749728241,2
-224.481757375412,545.438360548113,3
-224.215078859474,546.401748269564,3
-223.94840034307,547.36513599148,3
-223.681721826666,548.32852371363,3
-223.415043309564,549.291911431821,3
-223.14836479025,550.255299150944,3
-222.881530287559,551.218643652508,3
-222.614390875795,552.181903671939,3
-222.347251463798,553.145163690904,3
-222.080112049472,554.108423708705,3
-221.812972634565,555.071683724644,3
-221.545833219774,556.03494374454,3
-221.278693802655,556.998203759547,3
-221.011554385303,557.961463775951,3
-220.744076169911,558.924629609566,3
-220.475761132082,559.887562819989,3
-220.20744609437,560.85049603018,3
-219.939131056657,561.813429238508,3
-219.670816016733,562.776362446137,3
-219.404756038915,563.739911051001,3
-219.146742949728,564.705655617174,3
-218.888729858212,565.671400182415,3
-218.637490050169,566.638845690293,3
-218.408619802562,567.611908756895,3
-218.179749552975,568.584971822565,3
-217.98207119375,569.564740118338,3
-217.790848587407,570.545896188123,3
-217.645483100205,571.53480685968,3
-217.533486422501,572.527606126154,3
-217.48485753627,573.525278880261,3
-217.537234431715,574.522464366863,3
-217.703098099679,575.50778637547,3
-218.003495897748,576.434742375976,3
-218.728605180397,577.11707834457,3
-219.568157018512,577.658876399975,3
-220.443815951352,578.140508643817,3
-221.340844616876,578.581353891874,3
-222.255212608492,578.985143484548,3
-223.209547873819,579.280365315965,3
-224.168787780218,579.561598542845,3
-225.128049395862,579.842757722363,3
-226.087311014882,580.123916901881,3
-227.046572633437,580.405076081865,3
-228.005898717674,580.686015229672,3
-228.965225879685,580.96695069992,3
-229.924553043791,581.247886169702,4
-230.883880206966,581.528821639949,4
-231.84320737177,581.809757112758,4
-232.802586015197,582.090516701574,4
-233.76199620741,582.371168509126,4
-234.721406401251,582.651820315979,4
-235.68081659486,582.932472122367,4
-236.640226790565,583.213123931782,4
-237.599636985338,583.493775740033,4
-238.559047181741,583.774427549914,4
-239.518560151104,584.054727779934,4
-240.478077894892,584.335011688061,4
-241.437595638214,584.615295594325,4
-242.397113383282,584.895579504548,4
-243.356631128117,585.175863413606,4
-244.316148874583,585.456147324061,4
-245.275666623143,585.736431233818,4
-246.235253347666,586.016478785779,4
-247.194915524567,586.296267792815,4
-248.154577701353,586.576056799619,4
-249.114239879767,586.855845805956,4
-250.073902060161,587.135634813923,4
-251.033564240555,587.415423822356,4
-251.993226422579,587.695212833816,4
-252.952888606582,587.975001839921,4
-253.912688085344,588.254319291795,4
-254.872554244474,588.533407728653,4
-255.832420403138,588.812496168073,4
-256.79228656413,589.091584608424,4
-257.75215272489,589.370673048776,4
-258.712018887745,589.649761489592,4
-259.671885050368,589.928849931108,4
-260.631760328426,590.207906966098,4
-261.591936151031,590.485928189009,4
-262.552111976198,590.763949412853,4
-263.512287801132,591.041970639722,4
-264.47246362851,591.319991862867,4
-265.432639455772,591.598013089038,4
-266.392815283383,591.876034315908,4
-267.353008869453,592.153994004009,4
-268.313710523071,592.430192777421,4
-269.274412174942,592.706391550368,4
-270.235113829374,592.982590325177,4
-271.195815484622,593.258789100219,4
-272.156517142546,593.534987875959,4
-273.117407517973,593.810525292763,5
-274.079197981977,594.082908373093,5
-275.040988449473,594.355291450163,5
-276.002778916154,594.627674533054,5
-276.964569383999,594.900057614082,5
-277.928764712997,595.163790885592,5
-278.893126468174,595.426925554872,5
-279.857556503965,595.689802371897,5
-280.825765489601,595.938408117043,5
-281.793974475237,596.187013861258,5
-282.766249601031,596.418982220814,5
-283.740002849139,596.644890528172,5
-284.721502050525,596.834344425937,5
-285.710196949891,596.979102261597,5
-286.706239465857,596.988104552729,5
-287.650274670566,596.677083247574,5
-288.513858641265,596.192718781298,5
-289.181164442096,595.451505395817,5
-289.747670775396,594.628580131568,5
-290.252381850383,593.765888482565,5
-290.720408509136,592.882719860878,5
-291.156989625189,591.983573687496,5
-291.476866486249,591.038912208984,5
-291.754865487106,590.07872991683,5
-292.032866972033,589.118548343657,5
-292.310874992982,588.158368659904,5
-292.588883011602,587.198188979877,5
-292.866891030222,586.238009295892,5
-293.144899048493,585.277829611907,5
-293.422907064552,584.317649928154,5
-293.700915078167,583.357470242772,5
-293.978931625839,582.39729302749,5
-294.256952009397,581.437116922811,5
-294.534972390858,580.476940818364,5
-294.812992771971,579.516764711821,5
-295.091013150988,578.556588605279,5
-295.369033529772,577.596412498737,5
-295.647053906578,576.636236389866,5
-295.925074283034,575.676060284022,5
-296.203094659373,574.71588417422,5
-296.48111503548,573.755708063953,5
-296.759150580154,572.795536348131,5
-297.0371871182,571.835364916828,5
-297.315223653452,570.875193486223,5
-297.593260188936,569.915022054687,5
-297.871296724421,568.954850624548,6
-298.149333257345,567.994679190917,6
-298.427369788173,567.034507758683,6
-298.70540632098,566.074336324586,6
-298.983442851342,565.114164891886,6
-299.261479379726,564.153993455926,6
-299.539515909855,563.193822020199,6
-299.817552960478,562.233650737209,6
-300.095611210796,561.273485591169,6
-300.373669461114,560.313320443966,6
-300.651727708988,559.35315529746,6
-300.929785956978,558.392990150955,6
-301.207844204619,557.432825002354,6
-301.485902450164,556.472659852356,6
-301.763960693148,555.512494703988,6
-302.04201893846,554.552329553058,6
-302.320077181328,553.592164403992,6
-302.5981354221,552.631999252364,6
-302.876193664852,551.671834100271,6
-303.154251905507,550.711668950273,6
-303.432310143835,549.75150379492,6
-303.710397451767,548.791347061517,6
-303.98848633375,547.831190782366,6
-304.266575215966,546.87103450438,6
-304.544664095854,545.910878223134,6
-304.822752975393,544.950721943984,6
-305.100841854932,543.990565662505,6
-305.37893073447,543.030409379862,6
-305.657019609469,542.070253097219,6
-305.935108486563,541.110096815508,6
-306.213197361329,540.149940531934,6
-306.491286235978,539.189784249757,6
-306.76937511086,538.229627964087,6
-307.047463983065,537.269471678417,6
-307.32558608253,536.309325018199,6
-307.603721480235,535.349182209,6
-307.881856875843,534.389039398404,6
-308.159992271103,533.428896587109,6
-308.438127664151,532.468753775815,6
-308.716263057431,531.508610964753,6
-308.994398450246,530.548468151828,6
-309.272533840965,529.588325337507,6
-309.550669231568,528.628182523185,6
-309.828804622055,527.668039710261,6
-310.106940010563,526.70789689431,6
-310.385075398488,525.747754079057,7
-310.663236433058,524.787618694361,7
-310.941451152437,523.827498863917,7
-311.219665873796,522.867379031843,7
-311.497880590963,521.90725919744,7
-311.776095309877,520.947139364667,7
-312.054310026928,519.987019531895,7
-312.332524743746,519.026899696793,7
-312.610739458119,518.06677986146,7
-312.888954172726,517.106660027988,7
-313.167168884887,516.14654019149,7
-313.445383596932,515.186420354759,7
-313.72372793057,514.226338090375,7
-314.002109231311,513.266266540857,7
-314.28049052984,512.306194991805,7
-314.558871826157,511.34612344089,7
-314.83725312259,510.386051888811,7
-315.115634418442,509.425980336731,7
-315.394015712547,508.465908785584,7
-315.672443736112,507.505850795889,7
-315.951402709703,506.54594693589,7
-316.230361680966,505.586043074261,7
-316.509320654557,504.626139211468,7
-316.785864650505,503.665547569981,7
-317.054499614867,502.702703454299,7
-317.302487042733,501.734414553037,7
-317.528623335413,500.760856200242,7
-317.724209632725,499.780733347405,7
-317.878657131922,498.793347649043,7
-317.980861824471,497.799261289649,7
-318.019117654534,496.800716552883,7
-317.986644141027,495.801785924006,7
-317.836097124848,494.821440740256,7
-317.283331423067,494.003960841801,7
-316.497067927383,493.388085914077,7
-315.645993112354,492.864657901228,7
-314.760130684008,492.402065080823,7
-313.852411775151,491.983753765468,7
-312.929301914759,491.600467047421,7
-311.988680482958,491.264244989725,7
-311.023753289715,491.00319129182,7
-310.058826066554,490.742137700785,7
-309.093898817082,490.481084223604,7
-308.128971535363,490.220030856785,7
-307.164044227335,489.958977599861,7
-306.199116888922,489.697924454231,8
-305.234189522569,489.436871416867,8
-304.729512633057,489.297389863757,8
-303.766019934555,489.031090544071,8
-302.802536852541,488.764756436227,8
-301.839053772972,488.498422329547,8
-300.875570693752,488.2320882231,8
-299.912099273759,487.965711945202,8
-298.948633032967,487.69931693445,8
-297.985166794853,487.432921924396,8
-297.021700556972,487.166526915971,8
-296.058234321768,486.900131905917,8
-295.094777294085,486.633703599917,8
-294.131332772085,486.367230075877,8
-293.167888250551,486.100756552769,8
-292.204443729366,485.834283029661,8
-291.240999210859,485.567809508415,8
