X-axis,Y-axis
2.3283064365386963e-10,4.423782229423523e-09
-0.9993031449848786,0.016597627894952893
-1.9989024887327105,0.012008053250610828
-2.9968923901906237,-0.045136148342862725
-3.9948822917649522,-0.10228034714236856
-4.987203449127264,-0.22063215100206435
-5.978713128133677,-0.34774574311450124
-6.965619340189733,-0.5008808651473373
-7.940560064511374,-0.7216520344372839
-8.915500784176402,-0.9424232037272304
-9.874429180985317,-1.2170467709656805
-10.811607455369085,-1.5648200039286166
-11.748785729403608,-1.9125932336319238
-12.646201894967817,-2.3427508359309286
-13.501528641791083,-2.8601148452144116
-14.356855388497934,-3.3774788533337414
-15.117298886762,-4.013117849128321
-15.80784160993062,-4.735890389652923
-16.498384332400747,-5.458662929711863
-16.99648441094905,-6.311669171554968
-17.410735557903536,-7.221419369569048
-17.824986704974435,-8.13116957154125
-18.012937800143845,-9.099497539224103
-18.09211533574853,-10.095981545047835
-18.17129286378622,-11.092465551570058
-18.209179905126803,-12.086702600121498
-18.022336191730574,-13.068710173713043
-17.835492477403022,-14.05071775126271
-17.64864876156207,-15.03272532694973
-17.308164410525933,-15.96350794704631
-16.868314931401983,-16.861161479726434
-16.428465452161618,-17.758815011940897
-15.843811120954342,-18.557789153652266
-15.169230259372853,-19.29548153653741
-14.494649396161549,-20.033173920121044
-13.666112858918495,-20.588219840545207
-12.824893940007314,-21.128219926031306
-11.951166379731148,-21.603681669570506
-11.016520190169103,-21.95820364798419
-10.081874000607058,-22.312725625699386
-9.111542171565816,-22.54525852529332
-8.133183093741536,-22.750350787304342
-7.148932806914672,-22.91648490051739
-6.153677062946372,-23.009840751998127
-5.158309365389869,-23.101123930886388
-4.158788342727348,-23.11551252240315
-3.1592673185514286,-23.129901110893115
-2.160190777736716,-23.09790362440981
-1.1611452505458146,-23.063891283934936
-0.162034805980511,-23.032674127956852
0.8371879842597991,-23.00924807251431
1.8346801958978176,-22.943990264087915
2.829283208702691,-22.848718812456354
3.820907002664171,-22.722498619696125
4.806598257855512,-22.560868743341416
5.7852119790622965,-22.356995064998046
6.759891050634906,-22.138142585987225
7.712364563019946,-21.834755880990997
8.664838079828769,-21.531369170406833
9.582576357061043,-21.140153811546043
10.484909203019924,-20.709985551191494
11.371292568277568,-20.252927523106337
12.181443930603564,-19.667347393231466
12.991595290252008,-19.081767265684903
13.70182089228183,-18.38722027442418
14.355208539869636,-17.630692733684555
14.99435179703869,-16.86492980713956
15.41837351419963,-15.95969230006449
15.842395230196416,-15.054454791126773
16.178269767435268,-14.122213237220421
16.334063786431216,-13.134803695138544
16.48985780624207,-12.147394153056666
16.58787694410421,-11.15834204107523
16.48843439621851,-10.163675986928865
16.38899185426999,-9.169009932084009
16.246120165800676,-8.185178230749443
15.866704648826271,-7.26035758247599
15.487289132666774,-6.335536936065182
14.98136498045642,-5.485844761133194
14.350892234244384,-4.710117069538683
13.71437001065351,-3.9407273561228067
12.910132029443048,-3.347051876131445
12.105894046020694,-2.753376395208761
11.241635253070854,-2.2602379913441837
10.337448295904323,-1.8339807456359267
9.425074970698915,-1.4289465628098696
8.468853255268186,-1.1375888569746166
7.512631535879336,-0.8462311530020088
6.537461978266947,-0.6314888284541667
5.55566301709041,-0.44355244166217744
4.5687351416563615,-0.28962391917593777
3.5751788202906027,-0.17964609083719552
2.579944787081331,-0.0902289601508528
1.5817023596027866,-0.03768041683360934
0.5826529350597411,-0.008902932051569223
