X-axis,Y-axis
206903.70868729922,458798.0818342864
206904.66256244094,458797.78163066553
206905.61643758268,458797.4814270446
206906.5703127244,458797.18122342374
206907.52418786613,458796.8810198028
206908.51303193351,458796.7504267176
206909.50786090014,458796.64886231854
206910.50268986676,458796.54729791946
206911.49751883338,458796.4457335204
206912.4923478,458796.3441691213
206913.48717676665,458796.2426047222
206914.48200573327,458796.1410403231
206915.4768346999,458796.03947592404
206916.4716636665,458795.93791152496
206917.46649263313,458795.8363471259
206918.46093565275,458795.7912933807
206919.45428458788,458795.9064363052
206920.44763352303,458796.0215792296
206921.44098245815,458796.1367221541
206922.4343313933,458796.2518650786
206923.42768032843,458796.36700800306
206924.42102926358,458796.4821509275
206925.41437819874,458796.59729385196
206926.40772713386,458796.71243677643
206927.38531112543,458796.89426250895
206928.32505713837,458797.2361359229
206929.2648031513,458797.57800933684
206930.20454916428,458797.9198827508
206931.14429517722,458798.2617561647
206932.08404119016,458798.60362957866
206933.0237872031,458798.94550299254
206933.96353321604,458799.2873764065
206934.86134114777,458799.713467005
206935.70045543817,458800.2574221573
206936.53956972857,458800.8013773095
206937.378684019,458801.3453324617
206938.2177983094,458801.889287614
206939.0569125998,458802.4332427662
206939.8960268902,458802.9771979184
206940.7058013176,458803.55782567227
206941.42064366222,458804.25711132376
206942.13548600682,458804.95639697526
206942.85032835143,458805.6556826267
206943.56517069603,458806.3549682782
206944.28001304064,458807.0542539297
206944.99485538524,458807.75353958114
206945.64062838285,458808.51269163063
206946.23129675494,458809.3196060463
206946.82196512705,458810.126520462
206947.41263349913,458810.93343487766
206948.0033018712,458811.7403492933
206948.59397024332,458812.54726370896
206949.14310562922,458813.380567942
206949.62269866426,458814.2580589794
206950.10229169927,458815.1355500168
206950.5818847343,458816.01304105425
206951.0614777693,458816.89053209167
206951.54107080435,458817.7680231291
206951.94151959376,458818.68352443626
206952.32658712263,458819.6064128359
206952.71165465147,458820.52930123557
206953.09672218034,458821.4521896352
206953.46590124324,458822.3809278659
206953.77122365945,458823.3331768996
206954.0765460757,458824.28542593325
206954.3818684919,458825.237674967
206954.6312385977,458826.20559516735
206954.86494724487,458827.17790184135
206955.04922262585,458828.16070699354
206955.2308536189,458829.1440737524
206955.41250302226,458830.1274371042
206955.59481300713,458831.1106782086
206955.77712299203,458832.09391931305
206955.9594329769,458833.07716041745
206956.14174296177,458834.06040152186
206956.32405294664,458835.04364262626
206956.50636293154,458836.02688373066
206956.68879032898,458837.01010305394
206956.87127585715,458837.99331159337
206957.05376138535,458838.9765201328
206957.23624691353,458839.9597286722
206957.41873244173,458840.94293721166
206957.6012179699,458841.9261457511
206957.7837034981,458842.9093542905
206957.96618902628,458843.89256282995
206958.14867455448,458844.8757713693
206958.33122093123,458845.85896861256
206958.51378692203,458846.84216221457
206958.69635291287,458847.8253558166
206958.87891890368,458848.8085494186
206959.0614848945,458849.7917430205
206959.24405088532,458850.77493662253
206959.42661687612,458851.75813022454
206959.60918286696,458852.74132382654
206959.79174885777,458853.7245174285
206959.9743148486,458854.7077110305
206960.15688872157,458855.6909031687
206960.33950079177,458856.67408821324
206960.522112862,458857.6572732578
206960.7047249322,458858.64045830234
206960.88733700244,458859.62364334683
206961.06994907267,458860.6068283914
206961.25256114287,458861.5900134359
206961.4351732131,458862.5731984805
206961.61778528334,458863.556383525
206961.80039735354,458864.53956856957
206961.98300942377,458865.5227536141
206962.16562149397,458866.50593865867
206962.34825725795,458867.4891193021
206962.53089912745,458868.47229881136
206962.71354099692,458869.45547832065
206962.89618286642,458870.43865782995
206963.0788247359,458871.42183733924
206963.26146660539,458872.4050168486
206963.44410847485,458873.3881963579
206963.62675034435,458874.37137586717
206963.80939221382,458875.35455537646
206963.99203408332,458876.33773488575
206964.17467595282,458877.3209143951
206964.3573284419,458878.3040919315
206964.5399911263,458879.2872675738
206964.7226538107,458880.2704432162
206964.9053164951,458881.2536188586
206965.0879791795,458882.2367945009
206965.2706418639,458883.2199701433
206965.45330454828,458884.20314578566
206965.6359672327,458885.186321428
206965.81862991708,458886.16949707037
206966.0012926015,458887.1526727127
206966.18395832318,458888.13584779075
206966.36663634106,458889.1190205842
206966.5493143589,458890.1021933777
206966.7319923768,458891.08536617114
206966.91467039468,458892.06853896455
206967.09734841256,458893.051711758
206967.2800264304,458894.0348845515
206967.4627044483,458895.01805734495
206967.64538246617,458896.00123013835
206967.8280691442,458896.98440132267
206968.01075885605,458897.9675719433
206968.19344856788,458898.9507425639
206968.37613827974,458899.93391318445
206968.5588279916,458900.917083805
206968.74151787002,458901.9002543947
206968.9242161602,458902.8834234212
206969.1069144504,458903.86659244774
206969.26964113442,458904.85324463545
206969.39386892883,458905.8452462382
206969.5047087794,458906.8390845186
206969.61554862998,458907.832922799
206969.69088243428,458908.8294841371
206969.73288791618,458909.82860151737
206969.77489339805,458910.8277188976
206969.81689887992,458911.82683627785
206969.85890436178,458912.8259536581
206969.83399351896,458913.82489044627
206969.78659590398,458914.8237665477
206969.739198289,458915.82264264923
206969.691800674,458916.8215187507
206969.644403059,458917.82039485214
206969.59700544403,458918.81927095365
