X-axis,Y-axis
-2.4905215717153624,6.026891143526882
-3.330369920004159,5.4847619235515594
-4.170218324987218,4.942632786929607
-5.010066781775095,4.40050373156555
-5.849915292928927,3.8583747560624033
-6.689763856120408,3.316245862049982
-7.529612480546348,2.774117056047544
-8.369461156777106,2.231988335493952
-9.20975058095064,1.6905962079763412
-10.033966191345826,1.1252601412124932
-10.837335253949277,0.530749327968806
-11.608576272148639,-0.10520402644760907
-12.322343414765783,-0.8040675921365619
-12.932462102966383,-1.589903710409999
-13.234224788378924,-2.5144304933492094
-12.721706620184705,-3.2988176739308983
-11.770633869571611,-3.5769473819527775
-10.78786961780861,-3.718254067702219
-9.78842585196253,-3.7372667505405843
-8.78899897809606,-3.7550890173297375
-7.790496774367057,-3.707732225302607
-6.79199457494542,-3.660375433275476
-5.793506607529707,-3.612727339146659
-4.795144290779717,-3.5625078480225056
-3.796781978919171,-3.5122883536387235
-2.7984784153522924,-3.4609317004214972
-1.8002561095636338,-3.408002204960212
-0.8020338049391285,-3.3550727125257254
0.19605055649299175,-3.2996034896932542
1.1941333358408883,-3.2441051676869392
2.1921016614651307,-3.1865929772611707
3.1900458986638114,-3.1286568271461874
4.187859987607226,-3.0685230477247387
5.185616388218477,-3.0074467330705374
6.183272187481634,-2.9447432537563145
7.180784777039662,-2.879802640527487
8.17883542040363,-2.826033133547753
9.178259075502865,-2.810997313586995
10.177615800057538,-2.824864671099931
11.176013071439229,-2.8717159980442375
12.169712067465298,-2.980397084960714
13.145441351691261,-3.1932008489966393
13.981943715829402,-3.6804966495838016
13.755896314280108,-4.555940471356735
13.008644447429106,-5.2016089195385575
12.173066927818581,-5.750297826947644
11.303458239417523,-6.242455375613645
10.427510743495077,-6.724083123262972
9.55023130949121,-7.203275833278894
8.67218342423439,-7.681063669035211
7.793291506473906,-8.15729353716597
6.913479516282678,-8.631825065705925
6.03303940303158,-9.105187575565651
5.1517251475015655,-9.57692319760099
4.2697697000112385,-10.0474569555372
3.3871611214708537,-10.516766461310908
2.5037050348473713,-10.984477470861748
1.6197412572801113,-11.451228535268456
0.7350183756789193,-11.916539986152202
-0.15057442372199148,-12.380193477729335
-1.0272743161767721,-12.858988953055814
-1.8548767305910587,-13.41948155197315
-2.6613593753427267,-14.009642242453992
-3.4561370379524305,-14.615852146409452
-4.204523700173013,-15.278548729605973
-4.930205583339557,-15.963815732393414
-5.588448363705538,-16.71612273249775
-6.129039159743115,-17.547714472049847
-6.499069873592816,-18.455744438106194
-6.414463241002522,-19.45178216206841
-5.6607847773702815,-20.104915395146236
-4.787725287373178,-20.53786990675144
-3.820920141530223,-20.79191148490645
-2.8505918979644775,-21.0231906096451
-1.852224656729959,-21.073311995947734
-0.8538574165431783,-21.12343338318169
0.14450982224661857,-21.173554768553004
1.1431480461033061,-21.209820877527818
2.1427115998230875,-21.198775639990345
3.142275151447393,-21.187730404082686
4.141838700277731,-21.17668516887352
5.141402250621468,-21.165640068007633
6.1409665626706555,-21.154663988156244
7.140530872042291,-21.143687909236178
8.14009517908562,-21.13271182915196
9.139660214190371,-21.121802238514647
10.13922554103192,-21.110919679049402
11.138791212812066,-21.100068863946944
12.138357979012653,-21.089319507125765
13.137925767805427,-21.078666078392416
14.137495766626671,-21.06822300516069
